"Variant ID","Product Name","Product Type","Product Color","Product Size","Product Image","Product Weight (oz)","Height (In)","Length (In)","Width (In)",Categories,"Product Price",Notes
1,"Enhanced Matte Paper Poster (in) (18″×24″)",Poster,,18″×24″,https://files.cdn.printful.com/products/1/1_1527683474.jpg,1.90,0.100,24.000,18.000,Posters,$12.89,
2,"Enhanced Matte Paper Poster (in) (24″×36″)",Poster,,24″×36″,https://files.cdn.printful.com/products/1/2_1527678974.jpg,3.75,0.100,36.000,24.000,Posters,$17.89,
3,"Enhanced Matte Paper Framed Poster (in) (18″×24″, Black)",Framed-poster,Black,18″×24″,https://files.cdn.printful.com/products/2/3_1527685193.jpg,60.00,0.750,24.000,18.000,"Framed posters",$45.39,
4,"Enhanced Matte Paper Framed Poster (in) (24″×36″, Black)",Framed-poster,Black,24″×36″,https://files.cdn.printful.com/products/2/4_1527683261.jpg,75.00,0.750,36.000,24.000,"Framed posters",$74.41,
5,"Canvas (in) (12″×16″)",Canvas,,12″×16″,https://files.cdn.printful.com/products/3/5_1712914884.jpg,46.00,0.900,16.000,12.000,Canvas,$23.41,
6,"Canvas (in) (16″×20″)",Canvas,,16″×20″,https://files.cdn.printful.com/products/3/6_1712914986.jpg,54.00,0.900,20.000,16.000,Canvas,$28.56,
7,"Canvas (in) (18″×24″)",Canvas,,18″×24″,https://files.cdn.printful.com/products/3/7_1712914904.jpg,63.00,0.900,24.000,18.000,Canvas,$33.66,
473,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, White)",Apparel,White,S,https://files.cdn.printful.com/products/12/473_1653477371.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
474,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Black)",Apparel,Black,S,https://files.cdn.printful.com/products/12/474_1653477245.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
479,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Charcoal)",Apparel,Charcoal,S,https://files.cdn.printful.com/products/12/479_1725616467.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
482,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Dark Chocolate)",Apparel,"Dark Chocolate",S,https://files.cdn.printful.com/products/12/482_1732710647.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
483,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Dark Heather)",Apparel,"Dark Heather",S,https://files.cdn.printful.com/products/12/483_1653477273.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
487,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Heather Navy)",Apparel,"Heather Navy",S,https://files.cdn.printful.com/products/12/487_1732710668.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
490,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Heather Royal)",Apparel,"Heather Royal",S,https://files.cdn.printful.com/products/12/490_1739882128.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
492,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Irish Green)",Apparel,"Irish Green",S,https://files.cdn.printful.com/products/12/492_1736933836.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
494,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Light Blue)",Apparel,"Light Blue",S,https://files.cdn.printful.com/products/12/494_1725616662.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
495,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Military Green)",Apparel,"Military Green",S,https://files.cdn.printful.com/products/12/495_1725616745.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
496,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Navy)",Apparel,Navy,S,https://files.cdn.printful.com/products/12/496_1653477304.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
497,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Orange)",Apparel,Orange,S,https://files.cdn.printful.com/products/12/497_1739882102.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
498,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Purple)",Apparel,Purple,S,https://files.cdn.printful.com/products/12/498_1725616786.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
499,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Red)",Apparel,Red,S,https://files.cdn.printful.com/products/12/499_1725616808.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
500,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Royal)",Apparel,Royal,S,https://files.cdn.printful.com/products/12/500_1726143077.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
501,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Sand)",Apparel,Sand,S,https://files.cdn.printful.com/products/12/501_1725616930.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
503,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (S, Sport Grey)",Apparel,"Sport Grey",S,https://files.cdn.printful.com/products/12/503_1653477336.jpg,4.50,0.600,7.500,7.150,T-shirts,$9.44,
504,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, White)",Apparel,White,M,https://files.cdn.printful.com/products/12/504_1653477367.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
505,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Black)",Apparel,Black,M,https://files.cdn.printful.com/products/12/505_1653477242.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
510,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Charcoal)",Apparel,Charcoal,M,https://files.cdn.printful.com/products/12/510_1725616467.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
513,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Dark Chocolate)",Apparel,"Dark Chocolate",M,https://files.cdn.printful.com/products/12/513_1732710647.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
514,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Dark Heather)",Apparel,"Dark Heather",M,https://files.cdn.printful.com/products/12/514_1653477273.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
518,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Heather Navy)",Apparel,"Heather Navy",M,https://files.cdn.printful.com/products/12/518_1732710668.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
521,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Heather Royal)",Apparel,"Heather Royal",M,https://files.cdn.printful.com/products/12/490_1739882128.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
523,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Irish Green)",Apparel,"Irish Green",M,https://files.cdn.printful.com/products/12/523_1736933836.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
525,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Light Blue)",Apparel,"Light Blue",M,https://files.cdn.printful.com/products/12/525_1725616662.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
526,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Military Green)",Apparel,"Military Green",M,https://files.cdn.printful.com/products/12/526_1725616744.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
527,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Navy)",Apparel,Navy,M,https://files.cdn.printful.com/products/12/527_1653477304.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
528,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Orange)",Apparel,Orange,M,https://files.cdn.printful.com/products/12/497_1739882102.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
529,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Purple)",Apparel,Purple,M,https://files.cdn.printful.com/products/12/529_1725616786.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
530,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Red)",Apparel,Red,M,https://files.cdn.printful.com/products/12/530_1725616807.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
531,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Royal)",Apparel,Royal,M,https://files.cdn.printful.com/products/12/531_1726143070.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
532,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Sand)",Apparel,Sand,M,https://files.cdn.printful.com/products/12/532_1725616948.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
534,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (M, Sport Grey)",Apparel,"Sport Grey",M,https://files.cdn.printful.com/products/12/534_1653477326.jpg,5.00,0.900,7.750,7.350,T-shirts,$9.44,
535,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, White)",Apparel,White,L,https://files.cdn.printful.com/products/12/535_1653477367.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
536,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Black)",Apparel,Black,L,https://files.cdn.printful.com/products/12/536_1653477241.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
541,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Charcoal)",Apparel,Charcoal,L,https://files.cdn.printful.com/products/12/541_1725616467.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
544,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Dark Chocolate)",Apparel,"Dark Chocolate",L,https://files.cdn.printful.com/products/12/544_1732710638.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
545,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Dark Heather)",Apparel,"Dark Heather",L,https://files.cdn.printful.com/products/12/545_1653477265.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
549,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Heather Navy)",Apparel,"Heather Navy",L,https://files.cdn.printful.com/products/12/549_1732710668.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
552,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Heather Royal)",Apparel,"Heather Royal",L,https://files.cdn.printful.com/products/12/490_1739882128.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
554,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Irish Green)",Apparel,"Irish Green",L,https://files.cdn.printful.com/products/12/554_1736933836.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
556,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Light Blue)",Apparel,"Light Blue",L,https://files.cdn.printful.com/products/12/556_1725616652.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
557,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Military Green)",Apparel,"Military Green",L,https://files.cdn.printful.com/products/12/557_1725616735.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
558,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Navy)",Apparel,Navy,L,https://files.cdn.printful.com/products/12/558_1653477296.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
559,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Orange)",Apparel,Orange,L,https://files.cdn.printful.com/products/12/497_1739882102.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
560,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Purple)",Apparel,Purple,L,https://files.cdn.printful.com/products/12/560_1725616786.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
561,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Red)",Apparel,Red,L,https://files.cdn.printful.com/products/12/561_1725616807.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
562,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Royal)",Apparel,Royal,L,https://files.cdn.printful.com/products/12/562_1726143069.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
563,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Sand)",Apparel,Sand,L,https://files.cdn.printful.com/products/12/563_1725617110.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
565,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (L, Sport Grey)",Apparel,"Sport Grey",L,https://files.cdn.printful.com/products/12/565_1653477324.jpg,5.90,0.900,8.050,7.950,T-shirts,$9.44,
566,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, White)",Apparel,White,XL,https://files.cdn.printful.com/products/12/566_1653477378.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
567,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Black)",Apparel,Black,XL,https://files.cdn.printful.com/products/12/567_1653477251.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
572,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Charcoal)",Apparel,Charcoal,XL,https://files.cdn.printful.com/products/12/572_1725616467.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
575,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Dark Chocolate)",Apparel,"Dark Chocolate",XL,https://files.cdn.printful.com/products/12/575_1732710648.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
576,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Dark Heather)",Apparel,"Dark Heather",XL,https://files.cdn.printful.com/products/12/576_1653477276.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
580,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Heather Navy)",Apparel,"Heather Navy",XL,https://files.cdn.printful.com/products/12/580_1732710668.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
583,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Heather Royal)",Apparel,"Heather Royal",XL,https://files.cdn.printful.com/products/12/490_1739882128.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
585,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Irish Green)",Apparel,"Irish Green",XL,https://files.cdn.printful.com/products/12/585_1736933837.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
587,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Light Blue)",Apparel,"Light Blue",XL,https://files.cdn.printful.com/products/12/587_1725616662.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
588,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Military Green)",Apparel,"Military Green",XL,https://files.cdn.printful.com/products/12/588_1725616744.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
589,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Navy)",Apparel,Navy,XL,https://files.cdn.printful.com/products/12/589_1653477306.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
590,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Orange)",Apparel,Orange,XL,https://files.cdn.printful.com/products/12/497_1739882102.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
591,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Purple)",Apparel,Purple,XL,https://files.cdn.printful.com/products/12/591_1725616787.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
592,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Red)",Apparel,Red,XL,https://files.cdn.printful.com/products/12/592_1725616808.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
593,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Royal)",Apparel,Royal,XL,https://files.cdn.printful.com/products/12/593_1726143077.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
594,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Sand)",Apparel,Sand,XL,https://files.cdn.printful.com/products/12/594_1725616915.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
596,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (XL, Sport Grey)",Apparel,"Sport Grey",XL,https://files.cdn.printful.com/products/12/596_1653477338.jpg,6.00,0.900,8.100,7.900,T-shirts,$9.44,
597,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, White)",Apparel,White,2XL,https://files.cdn.printful.com/products/12/597_1653477339.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
598,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Black)",Apparel,Black,2XL,https://files.cdn.printful.com/products/12/598_1653477224.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
603,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Charcoal)",Apparel,Charcoal,2XL,https://files.cdn.printful.com/products/12/603_1725616467.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
606,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Dark Chocolate)",Apparel,"Dark Chocolate",2XL,https://files.cdn.printful.com/products/12/606_1732710637.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
607,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Dark Heather)",Apparel,"Dark Heather",2XL,https://files.cdn.printful.com/products/12/607_1653477262.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
611,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Heather Navy)",Apparel,"Heather Navy",2XL,https://files.cdn.printful.com/products/12/611_1732710658.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
614,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Heather Royal)",Apparel,"Heather Royal",2XL,https://files.cdn.printful.com/products/12/490_1739882128.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
616,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Irish Green)",Apparel,"Irish Green",2XL,https://files.cdn.printful.com/products/12/616_1736933836.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
618,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Light Blue)",Apparel,"Light Blue",2XL,https://files.cdn.printful.com/products/12/618_1725616652.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
619,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Military Green)",Apparel,"Military Green",2XL,https://files.cdn.printful.com/products/12/619_1725616734.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
620,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Navy)",Apparel,Navy,2XL,https://files.cdn.printful.com/products/12/620_1653477293.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
621,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Orange)",Apparel,Orange,2XL,https://files.cdn.printful.com/products/12/497_1739882102.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
622,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Purple)",Apparel,Purple,2XL,https://files.cdn.printful.com/products/12/622_1725616786.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
623,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Red)",Apparel,Red,2XL,https://files.cdn.printful.com/products/12/623_1725616797.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
624,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Royal)",Apparel,Royal,2XL,https://files.cdn.printful.com/products/12/624_1726143067.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
625,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Sand)",Apparel,Sand,2XL,https://files.cdn.printful.com/products/12/625_1725616921.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
627,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (2XL, Sport Grey)",Apparel,"Sport Grey",2XL,https://files.cdn.printful.com/products/12/627_1653477316.jpg,7.40,0.900,8.700,7.900,T-shirts,$11.44,
628,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, White)",Apparel,White,3XL,https://files.cdn.printful.com/products/12/628_1653477360.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
629,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Black)",Apparel,Black,3XL,https://files.cdn.printful.com/products/12/629_1653477235.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
634,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Charcoal)",Apparel,Charcoal,3XL,https://files.cdn.printful.com/products/12/634_1725616467.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
637,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Dark Chocolate)",Apparel,"Dark Chocolate",3XL,https://files.cdn.printful.com/products/12/637_1732710637.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
638,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Dark Heather)",Apparel,"Dark Heather",3XL,https://files.cdn.printful.com/products/12/638_1653477262.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
642,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Heather Navy)",Apparel,"Heather Navy",3XL,https://files.cdn.printful.com/products/12/642_1732710658.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
645,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Heather Royal)",Apparel,"Heather Royal",3XL,https://files.cdn.printful.com/products/12/490_1739882128.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
647,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Irish Green)",Apparel,"Irish Green",3XL,https://files.cdn.printful.com/products/12/647_1736933836.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
649,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Light Blue)",Apparel,"Light Blue",3XL,https://files.cdn.printful.com/products/12/649_1725616652.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
650,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Military Green)",Apparel,"Military Green",3XL,https://files.cdn.printful.com/products/12/650_1725616734.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
651,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Navy)",Apparel,Navy,3XL,https://files.cdn.printful.com/products/12/651_1653477293.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
652,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Orange)",Apparel,Orange,3XL,https://files.cdn.printful.com/products/12/497_1739882102.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
653,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Purple)",Apparel,Purple,3XL,https://files.cdn.printful.com/products/12/653_1725616786.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
654,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Red)",Apparel,Red,3XL,https://files.cdn.printful.com/products/12/654_1725616798.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
655,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Royal)",Apparel,Royal,3XL,https://files.cdn.printful.com/products/12/655_1726143067.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
656,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Sand)",Apparel,Sand,3XL,https://files.cdn.printful.com/products/12/656_1725616908.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
658,"Unisex Basic Softstyle T-Shirt | Gildan 64000 (3XL, Sport Grey)",Apparel,"Sport Grey",3XL,https://files.cdn.printful.com/products/12/658_1653477324.jpg,7.90,0.900,9.100,7.900,T-shirts,$13.44,
823,"Canvas (in) (12″×12″)",Canvas,,12″×12″,https://files.cdn.printful.com/products/3/823_1712914471.jpg,43.00,0.900,12.000,12.000,Canvas,$21.93,
824,"Canvas (in) (16″×16″)",Canvas,,16″×16″,https://files.cdn.printful.com/products/3/824_1712914481.jpg,50.00,0.900,16.000,16.000,Canvas,$28.05,
825,"Canvas (in) (24″×36″)",Canvas,,24″×36″,https://files.cdn.printful.com/products/3/825_1712914824.jpg,99.00,0.900,36.000,24.000,Canvas,$52.02,
1320,"White Glossy Mug (11 oz, White)",Mug,White,"11 oz",https://files.cdn.printful.com/products/19/1320_1663762583.jpg,11.50,3.790,4.760,3.250,Mugs,$5.95,
1349,"Enhanced Matte Paper Poster (in) (12″×16″)",Poster,,12″×16″,https://files.cdn.printful.com/products/1/1349_1527679043.jpg,0.85,0.100,16.000,12.000,Posters,$10.89,
1350,"Enhanced Matte Paper Framed Poster (in) (12″×16″, Black)",Framed-poster,Black,12″×16″,https://files.cdn.printful.com/products/2/1350_1527683296.jpg,20.00,0.750,16.000,12.000,"Framed posters",$31.57,
1974,"Unisex Lightweight T-Shirt | Gildan 980 (S, White)",Apparel,White,S,https://files.cdn.printful.com/products/37/1974_1586169437.jpg,4.40,0.600,7.500,7.150,T-shirts,$14.79,
1975,"Unisex Lightweight T-Shirt | Gildan 980 (M, White)",Apparel,White,M,https://files.cdn.printful.com/products/37/1975_1586169435.jpg,5.20,0.900,7.750,7.350,T-shirts,$14.79,
1976,"Unisex Lightweight T-Shirt | Gildan 980 (L, White)",Apparel,White,L,https://files.cdn.printful.com/products/37/1976_1586169433.jpg,5.80,0.900,8.050,7.950,T-shirts,$14.79,
1977,"Unisex Lightweight T-Shirt | Gildan 980 (XL, White)",Apparel,White,XL,https://files.cdn.printful.com/products/37/1977_1586169439.jpg,6.50,0.900,8.100,7.900,T-shirts,$14.79,
1978,"Unisex Lightweight T-Shirt | Gildan 980 (2XL, White)",Apparel,White,2XL,https://files.cdn.printful.com/products/37/1978_1586169429.jpg,6.50,0.900,8.700,7.900,T-shirts,$16.79,
1979,"Unisex Lightweight T-Shirt | Gildan 980 (3XL, White)",Apparel,White,3XL,https://files.cdn.printful.com/products/37/1979_1586169430.jpg,7.90,0.900,9.100,7.900,T-shirts,$18.79,
1980,"Unisex Lightweight T-Shirt | Gildan 980 (S, Black)",Apparel,Black,S,https://files.cdn.printful.com/products/37/1983_1581419163.jpg,4.40,0.600,7.500,7.150,T-shirts,$14.79,
1981,"Unisex Lightweight T-Shirt | Gildan 980 (M, Black)",Apparel,Black,M,https://files.cdn.printful.com/products/37/1981_1581419158.jpg,5.20,0.900,7.750,7.350,T-shirts,$14.79,
1982,"Unisex Lightweight T-Shirt | Gildan 980 (L, Black)",Apparel,Black,L,https://files.cdn.printful.com/products/37/1982_1581419155.jpg,5.80,0.900,8.050,7.950,T-shirts,$14.79,
1983,"Unisex Lightweight T-Shirt | Gildan 980 (XL, Black)",Apparel,Black,XL,https://files.cdn.printful.com/products/37/1983_1581419163.jpg,6.50,0.900,8.100,7.900,T-shirts,$14.79,
1984,"Unisex Lightweight T-Shirt | Gildan 980 (2XL, Black)",Apparel,Black,2XL,https://files.cdn.printful.com/products/37/1984_1581419150.jpg,7.20,0.900,8.700,7.900,T-shirts,$16.79,
1985,"Unisex Lightweight T-Shirt | Gildan 980 (3XL, Black)",Apparel,Black,3XL,https://files.cdn.printful.com/products/37/1985_1581419153.jpg,7.90,0.900,9.100,7.900,T-shirts,$18.79,
2028,"Unisex Lightweight T-Shirt | Gildan 980 (S, Heather Dark Grey)",Apparel,"Heather Dark Grey",S,https://files.cdn.printful.com/products/37/2028_1581419516.jpg,4.40,0.600,7.500,7.150,T-shirts,$14.79,
2029,"Unisex Lightweight T-Shirt | Gildan 980 (M, Heather Dark Grey)",Apparel,"Heather Dark Grey",M,https://files.cdn.printful.com/products/37/2029_1581419513.jpg,5.20,0.900,7.750,7.350,T-shirts,$14.79,
